number,product_area,surface,source_file_module,localization_key,review_locale,english_source,current_arabic,current_badini,placeholders_interpolations,context,reason,final_status,final_notes
270,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,queueHealth,Badini,Queue Health,حالة قائمة الانتظار,رەوشا سرایێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
271,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,busyHelp,Badini,Several patients are waiting. Continue the current consultation normally.,هناك عدة مرضى في الانتظار. تابع الاستشارة الحالية بشكل طبيعي.,چەند نەخوش ل چاڤەرێ نە. پشکنینا نوکە ب شێوەیەکێ ئاسایی بەردەوام بکە.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
272,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,doctorDelay,Badini,Doctor delay,معلومات,پاشکەفتنا نوژداری,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
273,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,recentActivity,Badini,Recent Session Activity,نشاط الجلسة الأخير,چالاکییا نویا دانیشتنێ,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
274,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,sessionStarted,Badini,Session started,معلومات,دانیشتن دەستپێکر,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
275,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,patientRecalled,Badini,Patient recalled,معلومات,نەخوش دیسان هاتە بانگکرن,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
276,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,sessionPaused,Badini,Session paused,معلومات,دانیشتن بو دەمکی هاتە راگرتن,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
277,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,sessionResumed,Badini,Session resumed,معلومات,دانیشتن دیسان بەردەوام بوو,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
278,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,pauseSession,Badini,Pause Session,إيقاف الجلسة مؤقتاً,دانیشتنێ بو دەمکی رابگرە,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
279,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,resumeSession,Badini,Resume Session,استئناف الجلسة,دانیشتنێ دیسان بەردەوام بکە,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
280,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,confirmComplete,Badini,Complete this consultation? The patient will leave the active queue.,معلومات,تو دخوازی ڤێ پشکنینێ تەمام بکەی؟ نەخوش دێ ژ سرایا چالاک دەرکەڤیت.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
281,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,confirmFinish,Badini,Finish this session? No further doctor actions will be available.,معلومات,تو دخوازی ب ڤێ دانیشتنێ دووماهی بینی؟ پشتی هنگی چ کارێن دی یێن نوژداری بەردەست نابن.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
282,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,success,Badini,{action}. Current patient: {patient}. Queue health: {health}.,معلومات,{action}. نەخوشێ نوکە: {patient}. رەوشا سرایێ: {health}.,"{action}, {patient}, {health}",Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
283,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,operationFailed,Badini,The action could not be completed. Existing queue state remains safe.,معلومات,کار نەشیا بهێتە تەمامکرن. رەوشا سرایێ یا نوکە پاراستی دمینیت.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
284,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,placeholderTitle,Badini,Not available in this Sprint,غير متاح في هذا الإصدار حاليًا.,د ڤی وەشانێ دا بەردەست نینە,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
285,Doctor Workspace,Clinic Portal,clinic-portal/src/features/doctor/presentation/messages.ts,placeholderBody,Badini,This doctor destination is intentionally unavailable. Return to Workspace to continue the active session.,هذه الوجهة الخاصة بالطبيب غير متاحة حاليًا. عد إلى مساحة العمل لمتابعة الجلسة النشطة.,ئەڤ جهێ نوژداری ب مەبەست بەردەست نینە. ب ڤەگەرە بو جهێ کاری دا دانیشتنا چالاک بەردەوام بکەی.,None,Shown in the doctor workspace or current-patient workflow.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
286,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,chooseOrganizationHelp,Arabic,Select an authoritative organization before viewing global billing.,اختر مؤسسة معتمدة قبل عرض الفوترة العامة.,بەری دیتنا حیسابکرنا گشتی، رێکخراوەکا دەستهەلاتدار ب هەلبژێرە.,None,"Shown in billing, plan, commission, or statement workflows.",The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
287,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,finalizeTitle,Arabic,Finalize this statement?,هل تريد اعتماد كشف الحساب نهائيًا؟,تو دخوازی کەشفا حیسابێ ب دووماهی بینی؟,None,"Shown in billing, plan, commission, or statement workflows.",The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
288,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,finalizeHelp,Arabic,The figures will become an immutable snapshot. This is not a payment or settlement action.,ستصبح هذه الأرقام نسخة ثابتة غير قابلة للتغيير. هذا الإجراء لا يمثل عملية دفع أو تسوية.,ژمارە دێ ببنە وێنەیەکا نەگهور. ئەڤە کارەکێ پارەدانێ یان رێکخستنا پارەیی نینە.,None,"Shown in billing, plan, commission, or statement workflows.",The Arabic value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
289,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,overview,Badini,Overview,نظرة عامة,پوختە,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
290,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,chooseOrganizationHelp,Badini,Select an authoritative organization before viewing global billing.,اختر مؤسسة معتمدة قبل عرض الفوترة العامة.,بەری دیتنا حیسابکرنا گشتی، رێکخراوەکا دەستهەلاتدار ب هەلبژێرە.,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
291,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,forbidden,Badini,You do not have access to this billing information.,ليس لديك صلاحية لعرض معلومات الفوترة.,دەستویری تە بو دیتنا ڤان زانیاریێن حیسابکرنێ نینە.,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
292,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,period,Badini,Period,الفترة,ماوە,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
293,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,qualifying,Badini,Qualifying appointments,المواعيد المؤهلة,ژڤانێن گونجای,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
294,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,reversalCount,Badini,Reversal count,عدد العكس,ژمارا ڤەگەراندنان,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
295,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,reversed,Badini,Reversed,معكوسة,ڤەگەراندی,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
296,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,view,Badini,View statement,عرض الكشف,کەشفا حیسابێ ببینە,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
297,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,finalizeHelp,Badini,The figures will become an immutable snapshot. This is not a payment or settlement action.,ستصبح هذه الأرقام نسخة ثابتة غير قابلة للتغيير. هذا الإجراء لا يمثل عملية دفع أو تسوية.,ژمارە دێ ببنە وێنەیەکا نەگهور. ئەڤە کارەکێ پارەدانێ یان رێکخستنا پارەیی نینە.,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
298,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,planCode,Badini,Plan code,معلومات,کودێ پلانێ,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
299,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,planName,Badini,Plan name,معلومات,ناڤێ پلانێ,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
300,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,assigned,Badini,Plan assigned.,معلومات,پلان هاتە دیارکرن.,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
301,Billing,Clinic Portal,clinic-portal/src/features/billing/presentation/messages.ts,readOnly,Badini,Read-only billing,فوترة للقراءة فقط,حیسابکرنا تنێ بو خواندنێ,None,"Shown in billing, plan, commission, or statement workflows.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
302,Organizations,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,organizationsHelp,Badini,View the organizations currently registered with Saxlem.,عرض المؤسسات المسجلة حالياً في ساكلم.,رێکخراوێن نوکە تومارکری ل ساخلەم ببینە.,None,Shown while listing or managing organizations.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
303,Organizations,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,viewOrganization,Badini,View organization,عرض المؤسسة,رێکخراوی ببینە,None,Shown while listing or managing organizations.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
304,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,clinicsHelp,Badini,View clinics across registered organizations.,عرض العيادات التابعة للمؤسسات المسجلة.,کلینیکێن د رێکخراوێن تومارکری دا ببینە.,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
305,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,viewClinic,Badini,View clinic,عرض العيادة,کلینیکێ ببینە,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
306,Administration,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,maximumLength,Badini,The value is too long.,القيمة طويلة جداً.,بها زۆر درێژە.,None,Shown in platform administration workflows.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
307,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,invalidCode,Badini,"Use 2–32 letters, numbers, underscores, or hyphens.",استخدم من 2 إلى 32 حرفاً أو رقماً أو _ أو -.,2–32 پیت، ژمارە، _ یان - بکاربینە.,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
308,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,invalidTimezone,Badini,Enter an IANA timezone such as Asia/Baghdad.,أدخل منطقة زمنية مثل Asia/Baghdad.,ناوچەیا دەمێ یا IANA وەک Asia/Baghdad بنڤیسە.,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
309,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,duplicateClinicCode,Badini,That clinic code is already used in this organization.,رمز العيادة مستخدم بالفعل في هذه المؤسسة.,ئەو کودێ کلینیکێ ژبەری د ڤی رێکخراوی دا هاتیە بکارئینان.,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
310,Administration,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,unavailable,Badini,Saxlem services are temporarily unavailable.,خدمات ساكلم غير متاحة مؤقتاً.,خزمەتگوزاریێن ساخلەم بو دەمکی بەردەست نینن.,None,Shown in platform administration workflows.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
311,Administration,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,conflict,Badini,This information conflicts with an existing record.,تتعارض هذه المعلومات مع سجل موجود.,ئەڤ زانیاری ل گەل تومارەکێ هەیی ناکۆکە.,None,Shown in platform administration workflows.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
312,Administration,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,validation,Badini,Review the highlighted information.,راجع المعلومات المحددة.,زانیاریێن دیارکری بپشکنە.,None,Shown in platform administration workflows.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
313,Administration,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,errorSummary,Badini,Please correct the following:,يرجى تصحيح ما يلي:,هیڤییە ئەڤێن ل خوارێ راست بکە:,None,Shown in platform administration workflows.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
314,Clinics/onboarding,Clinic Portal,clinic-portal/src/features/administration/presentation/messages.ts,backToClinics,Badini,Back to clinics,العودة إلى العيادات,ب ڤەگەرە بو کلینیکان,None,"Shown while listing, validating, or onboarding clinics.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
315,Live Queue,Clinic Portal,clinic-portal/src/features/live-queue/presentation/production-messages.ts,notStarted,Badini,Not started,معلومات,دەستپێ نەکری,None,"Shown in live-queue status, controls, guidance, or feedback.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
316,Live Queue,Clinic Portal,clinic-portal/src/features/live-queue/presentation/production-messages.ts,entryStatus,Badini,Entry status,حالة المريض,رەوشا چوونا ژور,None,"Shown in live-queue status, controls, guidance, or feedback.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
317,Shared/navigation,Flutter,mobile/lib/l10n/app_ku.arb,tabWithCount,Badini,{label} ({count}),معلومات,{label} ({count}),"{label}, {count}","Shown in shared portal/mobile navigation, dashboard, or common UI.",The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
318,Authentication,Flutter,mobile/lib/l10n/app_ku.arb,phoneHint,Badini,750 123 4567,معلومات,750 123 4567,None,Shown during phone-number entry or authentication.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
319,Profile/family,Flutter,mobile/lib/l10n/app_ku.arb,patientRelationship,Badini,"{relationship, select, mother {Mother} father {Father} wife {Wife} husband {Husband} son {Son} daughter {Daughter} brother {Brother} sister {Sister} grandfather {Grandfather} grandmother {Grandmother} me {Me} other {Other}}","{relationship, select, mother {الأم} father {الأب} wife {الزوجة} husband {الزوج} son {الابن} daughter {الابنة} brother {الأخ} sister {الأخت} grandfather {الجد} grandmother {الجدة} me {أنا} other {أخرى}}","{relationship, select, mother {دایک} father {باب} wife {ژین} husband {مێر} son {کور} daughter {کچ} brother {برا} sister {خوشک} grandfather {باپیر} grandmother {داپیر} me {ئەز} other {یێ دی}}","{relationship}, {Mother}, {Father}, {Wife}, {Husband}, {Son}, {Daughter}, {Brother}, {Sister}, {Grandfather}, {Grandmother}, {Me}, {Other}",Shown in patient/profile/family context.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
320,Profile/family,Flutter,mobile/lib/l10n/app_ku.arb,patientGender,Badini,"{gender, select, female {Female} male {Male} other {Not specified}}","{gender, select, female {أنثى} male {ذكر} other {غير محدد}}","{gender, select, female {مێ} male {نێر} other {دیار نەکری}}","{gender}, {Female}, {Male}, {Not}",Shown in patient/profile/family context.,The Badini value was composed from approved terminology/patterns; no exact product-owner-approved value exists for this locale and full source sentence.,APPROVED_APPLIED,The exact product-owner-approved locale value was applied and verified.
